"Target","Var1","Var2","Var3","RMSE"
"SalePrice","Size.sqf.","TimeToBusStop","YearBuilt",60703.0115144486
"SalePrice","Floor","Size.sqf.","YrSold_2013",60716.9826610029
"SalePrice","N_FacilitiesNearBy.Hospital.","Size.sqf.","YrSold_2011_2014",60722.1907224676
"SalePrice","N_SchoolNearBy.High._0vs12vs345","Size.sqf.","YearBuilt_2005",60734.8965573035
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.Hospital.","Size.sqf.",60739.0335815702
"SalePrice","N_Parkinglot.Basement.","N_SchoolNearBy.Elementary._cat","Size.sqf.",60751.4341630909
"SalePrice","N_SchoolNearBy.University._012vs345","Size.sqf.","YrSold_2013",60776.2273320136
"SalePrice","N_FacilitiesNearBy.Mall.","Size.sqf.","YrSold",60780.6677196204
"SalePrice","N_Parkinglot.Ground.","Size.sqf.","YearBuilt",60789.8085174299
"SalePrice","Size.sqf.","TimeToSubway_05vsOther","YearBuilt_2005",60802.9333856134
"SalePrice","N_SchoolNearBy.University._0vs12vs345","Size.sqf.","YearBuilt_2005",60804.7731523034
"SalePrice","N_SchoolNearBy.University._0vs12vs345","Size.sqf.","YrSold_2013",60814.2287387016
"SalePrice","N_SchoolNearBy.Elementary.","Size.sqf.","YearBuilt",60814.8138653897
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.University.","Size.sqf.",60816.4041555865
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","Size.sqf.","YearBuilt_2005",60818.7369862221
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.Elementary.","Size.sqf.",60826.9783758748
"SalePrice","HallwayType","HeatingType","Size.sqf.",60828.788597142
"SalePrice","HeatingType","Size.sqf.","YearBuilt",60838.0843321096
"SalePrice","N_manager","Size.sqf.","YrSold_2011_2014",60842.234985349
"SalePrice","N_SchoolNearBy.Middle.","Size.sqf.","YearBuilt",60851.8502435364
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.Total.","Size.sqf.",60863.549946909
"SalePrice","N_SchoolNearBy.Middle.","Size.sqf.","YrSold",60865.6722824024
"SalePrice","Size.sqf.","TimeToBusStop","YrSold",60869.2752319082
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.Middle._chr","Size.sqf.",60875.8306455219
"SalePrice","N_elevators","Size.sqf.","YrSold",60877.2888290323
"SalePrice","HeatingType","Size.sqf.","YrSold_2011_2014",60888.6252768462
"SalePrice","AptManageType","Size.sqf.","YearBuilt",60893.6837512954
"SalePrice","N_FacilitiesNearBy.Total.","Size.sqf.","YearBuilt_2005",60918.1864687029
"SalePrice","Size.sqf.","YearBuilt",NA,60919.4553462832
"SalePrice","SalePrice","Size.sqf.","YearBuilt",60919.4553462832
"SalePrice","Floor","Size.sqf.","TimeToSubway",60922.6664467043
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_manager","Size.sqf.",60927.9260457161
"SalePrice","Size.sqf.","YrSold","YrSold_2013",60935.2346493706
"SalePrice","N_FacilitiesNearBy.Mall.","Size.sqf.","YearBuilt",60936.2531666401
"SalePrice","N_FacilitiesNearBy.ETC.","Size.sqf.","YearBuilt_2005",60941.3187085904
"SalePrice","Size.sqf.","SubwayStation_byProxy2","YrSold_2013",60943.5774294516
"SalePrice","MonthSold","Size.sqf.","TimeToSubway",60954.6596989043
"SalePrice","Size.sqf.","SubwayStation_byProxy2","YearBuilt_2005",60960.9683840265
"SalePrice","N_SchoolNearBy.Middle._0vs123vs4","Size.sqf.","YrSold",60966.7653349689
"SalePrice","Size.sqf.","YrSold",NA,60981.331722764
"SalePrice","SalePrice","Size.sqf.","YrSold",60981.331722764
"SalePrice","N_FacilitiesNearby.corr_neg","Size.sqf.","YearBuilt_2005",60982.949985118
"SalePrice","N_FacilitiesNearBy.PublicOffice._gr_stat","Size.sqf.","TimeToSubway",60990.6976832559
"SalePrice","N_Parkinglot.Basement.","N_SchoolNearBy.High.","Size.sqf.",61055.2744561363
"SalePrice","N_FacilitiesNearBy.Total.","Size.sqf.","YrSold_2013",61057.868934125
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","Size.sqf.","YearBuilt_2005",61061.6144863797
"SalePrice","N_Parkinglot.Basement.","Size.sqf.","TimeToSubway_05vsOther",61063.648541546
"SalePrice","N_SchoolNearBy.University.","Size.sqf.","YrSold_2013",61064.2447726789
"SalePrice","N_SchoolNearBy.High.","Size.sqf.","YearBuilt_2005",61071.8971326836
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.High._0vs12vs345","Size.sqf.",61082.7960887754
"SalePrice","N_SchoolNearBy.Total.","Size.sqf.","YearBuilt_2005",61087.3579491033
"SalePrice","AptManageType","Size.sqf.","YearBuilt_2005",61088.739936971
"SalePrice","N_manager","Size.sqf.","TimeToSubway",61090.1888921976
"SalePrice","N_SchoolNearBy.University._012vs345","Size.sqf.","YearBuilt_2005",61107.6169866258
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","Size.sqf.","YrSold_2011_2014",61136.5833375842
"SalePrice","N_FacilitiesInApt","N_manager","Size.sqf.",61182.998447062
"SalePrice","N_SchoolNearBy.University.","Size.sqf.","YearBuilt_2005",61185.0645747584
"SalePrice","Floor","N_FacilitiesInApt","Size.sqf.",61202.1404090777
"SalePrice","N_FacilitiesNearBy.PublicOffice.","Size.sqf.","YearBuilt_2005",61203.0808599696
"SalePrice","Size.sqf.","SubwayStation_byProxy1","YrSold_2013",61204.2798950473
"SalePrice","N_SchoolNearBy.Elementary.","Size.sqf.","YearBuilt_2005",61210.0133881408
"SalePrice","N_APT","N_FacilitiesInApt","Size.sqf.",61212.729711662
"SalePrice","Size.sqf.","SubwayStation","TimeToSubway_05vsOther",61236.9166699366
"SalePrice","N_manager_splitAt4","Size.sqf.","YrSold_2011_2014",61238.2419209706
"SalePrice","N_FacilitiesNearBy.Park.","Size.sqf.","YearBuilt_2005",61242.8022949655
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","Size.sqf.","YearBuilt_2005",61247.4335067205
"SalePrice","N_FacilitiesNearby.corr_pos","Size.sqf.","YearBuilt_2005",61249.1076106131
"SalePrice","HeatingType","Size.sqf.","YearBuilt_2005",61249.1963570225
"SalePrice","N_elevators","Size.sqf.","YearBuilt_2005",61251.2101905254
"SalePrice","N_SchoolNearBy.Middle._chr","Size.sqf.","TimeToSubway",61258.1999584029
"SalePrice","Size.sqf.","YearBuilt_2005",NA,61258.4501670476
"SalePrice","SalePrice","Size.sqf.","YearBuilt_2005",61258.4501670476
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","Size.sqf.","YrSold_2013",61265.1694685686
"SalePrice","Size.sqf.","SubwayStation_byProxy1","YearBuilt_2005",61268.0086674716
"SalePrice","N_FacilitiesNearBy.Mall.","Size.sqf.","YearBuilt_2005",61301.2385571159
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.Dpartmentstore.","Size.sqf.",61339.7911538535
"SalePrice","HallwayType","N_SchoolNearBy.Middle._chr","Size.sqf.",61369.1632416043
"SalePrice","N_FacilitiesNearBy.ETC.","Size.sqf.","YrSold_2013",61371.1450962208
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.High.","Size.sqf.",61375.2801408825
"SalePrice","MonthSold","N_FacilitiesInApt","Size.sqf.",61389.9943026998
"SalePrice","N_FacilitiesNearBy.Total._cut","Size.sqf.","TimeToSubway",61395.6197776546
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_Parkinglot.Basement.","Size.sqf.",61401.1432342643
"SalePrice","N_FacilitiesNearBy.Hospital.","Size.sqf.","YearBuilt_2005",61429.6520393846
"SalePrice","Floor","HallwayType","Size.sqf.",61462.0010148264
"SalePrice","N_SchoolNearBy.Total.","Size.sqf.","YrSold_2013",61463.0495300997
"SalePrice","HallwayType","N_FacilitiesNearBy.ETC._0vsOther","Size.sqf.",61473.8037884321
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.Dpartmentstore._01vs2","Size.sqf.",61508.6390659152
"SalePrice","N_FacilitiesNearBy.Hospital.","Size.sqf.","TimeToSubway",61525.1859858115
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Hospital.","Size.sqf.",61549.0997110576
"SalePrice","N_FacilitiesNearBy.Park._01vs2","Size.sqf.","YrSold_2013",61562.5655184467
"SalePrice","Size.sqf.","SubwayStation_byProxy1","TimeToSubway",61565.1510053586
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","Size.sqf.","YrSold_2011_2014",61601.399655715
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.University._0vs12vs345","Size.sqf.",61659.2990719948
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.University._012vs345","Size.sqf.",61661.0398109897
"SalePrice","MonthSold","Size.sqf.","YrSold_2011_2014",61662.1506801402
"SalePrice","N_SchoolNearBy.High.","Size.sqf.","YrSold_2013",61689.1702239335
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","Size.sqf.","TimeToSubway",61726.3183968663
"SalePrice","N_elevators","Size.sqf.","TimeToSubway",61733.1045615761
"SalePrice","N_APT","Size.sqf.","YrSold_2011_2014",61753.9810427397
"SalePrice","HallwayType","N_FacilitiesNearBy.PublicOffice._gr_stat","Size.sqf.",61766.3293509224
"SalePrice","N_Parkinglot.Basement.","N_SchoolNearBy.Elementary.","Size.sqf.",61812.4650728032
"SalePrice","N_FacilitiesInApt","N_Parkinglot.Ground.","Size.sqf.",61855.6372473888
"SalePrice","N_SchoolNearBy.Elementary._cat","Size.sqf.","TimeToSubway",61862.8425368712
"SalePrice","Size.sqf.","SubwayStation_byProxy2","TimeToSubway",61882.5994465125
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearby.corr_pos","Size.sqf.",61895.8554562989
"SalePrice","AptManageType","Size.sqf.","TimeToSubway",61921.4155533514
"SalePrice","N_FacilitiesNearBy.Park._01vs2","Size.sqf.","TimeToSubway",61954.6825781566
"SalePrice","N_FacilitiesInApt","N_FacilitiesInApt_123vs45678vs910","Size.sqf.",61957.3333997172
"SalePrice","Size.sqf.","YrSold_2011_2014","YrSold_2013",62014.4802389253
"SalePrice","N_SchoolNearBy.Middle._chr","Size.sqf.","YrSold_2011_2014",62015.9664436565
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","Size.sqf.","TimeToSubway",62025.056225835
"SalePrice","Floor","N_FacilitiesInApt_123vs45678vs910","Size.sqf.",62039.005825875
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","Size.sqf.","TimeToSubway",62065.9424101335
"SalePrice","HeatingType","N_FacilitiesInApt","Size.sqf.",62070.7316656175
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.Hospital._0vs12","Size.sqf.",62092.7500011449
"SalePrice","N_FacilitiesNearBy.PublicOffice.","Size.sqf.","TimeToSubway",62097.8554420014
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","Size.sqf.","TimeToSubway",62122.893982577
"SalePrice","N_FacilitiesNearby.corr_neg","Size.sqf.","TimeToSubway",62126.6553356173
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.Park._01vs2","Size.sqf.",62127.3401631286
"SalePrice","AptManageType","Size.sqf.","YrSold_2013",62135.3061586859
"SalePrice","N_SchoolNearBy.High._0vs12vs345","Size.sqf.","TimeToSubway",62152.2733166116
"SalePrice","N_Parkinglot.Basement.","N_SchoolNearBy.High._0vs12vs345","Size.sqf.",62171.9555026078
"SalePrice","N_SchoolNearBy.Middle._0vs123vs4","Size.sqf.","TimeToSubway",62183.2808598219
"SalePrice","N_Parkinglot.Basement.","N_SchoolNearBy.Middle._chr","Size.sqf.",62199.2747051964
"SalePrice","N_SchoolNearBy.Elementary.","Size.sqf.","TimeToSubway",62202.5276887254
"SalePrice","N_Parkinglot.Ground.","Size.sqf.","TimeToSubway",62224.7208211732
"SalePrice","Size.sqf.","TimeToBusStop","YrSold_2011_2014",62229.2454227583
"SalePrice","N_FacilitiesNearBy.Total.","Size.sqf.","TimeToSubway",62230.6505739689
"SalePrice","N_FacilitiesNearBy.Park.","Size.sqf.","YrSold_2013",62239.5716702114
"SalePrice","N_FacilitiesNearby.corr_pos","Size.sqf.","YrSold_2013",62247.7373914697
"SalePrice","N_FacilitiesNearBy.Mall.","Size.sqf.","TimeToSubway",62253.9279533443
"SalePrice","N_FacilitiesNearBy.Mall.","Size.sqf.","YrSold_2011_2014",62254.2451207846
"SalePrice","N_elevators","N_FacilitiesInApt_123vs45678vs910","Size.sqf.",62258.1171698936
"SalePrice","N_FacilitiesInApt","Size.sqf.","TimeToBusStop",62262.6849855877
"SalePrice","HallwayType","Size.sqf.","TimeToSubway_Novs05vsOther",62266.8574333908
"SalePrice","N_FacilitiesNearBy.Hospital.","Size.sqf.","YrSold_2013",62274.8455693084
"SalePrice","N_Parkinglot.Basement.","Size.sqf.","SubwayStation_byProxy1",62282.4020015744
"SalePrice","N_SchoolNearBy.Middle.","Size.sqf.","TimeToSubway",62310.659526773
"SalePrice","N_SchoolNearBy.Total.","Size.sqf.","TimeToSubway",62327.8085092466
"SalePrice","N_manager_splitAt4","Size.sqf.","TimeToSubway",62337.2686553072
"SalePrice","HallwayType","Size.sqf.","TimeToSubway_05vsOther",62348.3299246189
"SalePrice","N_SchoolNearBy.Middle.","Size.sqf.","YrSold_2011_2014",62363.7342020709
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.Mall.","Size.sqf.",62365.6217868555
"SalePrice","N_elevators","Size.sqf.","YrSold_2011_2014",62375.9327667129
"SalePrice","N_FacilitiesInApt","N_manager_splitAt4","Size.sqf.",62401.7108994396
"SalePrice","N_SchoolNearBy.Middle._0vs123vs4","Size.sqf.","YrSold_2011_2014",62402.7216486205
"SalePrice","N_SchoolNearBy.University._012vs345","Size.sqf.","TimeToSubway",62402.8055362249
"SalePrice","N_Parkinglot.Basement.","N_SchoolNearBy.Middle.","Size.sqf.",62410.0056678536
"SalePrice","Size.sqf.","YrSold_2011_2014",NA,62422.0167860062
"SalePrice","SalePrice","Size.sqf.","YrSold_2011_2014",62422.0167860062
"SalePrice","N_manager","Size.sqf.","YrSold_2013",62441.7460849299
"SalePrice","N_FacilitiesInApt","N_Parkinglot.Basement.","Size.sqf.",62442.1953379627
"SalePrice","HeatingType","N_FacilitiesInApt_123vs45678vs910","Size.sqf.",62450.1623683835
"SalePrice","N_SchoolNearBy.University._0vs12vs345","Size.sqf.","TimeToSubway",62456.2199611562
"SalePrice","N_elevators","N_FacilitiesInApt","Size.sqf.",62456.4664296744
"SalePrice","N_SchoolNearBy.High.","Size.sqf.","TimeToSubway",62475.9390805165
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.Park.","Size.sqf.",62479.8440984853
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","Size.sqf.","TimeToSubway",62492.5388994836
"SalePrice","Size.sqf.","TimeToBusStop","TimeToSubway",62498.3658604551
"SalePrice","N_SchoolNearBy.University.","Size.sqf.","TimeToSubway",62504.8938708826
"SalePrice","N_FacilitiesInApt","Size.sqf.",NA,62507.4466445941
"SalePrice","N_FacilitiesInApt","SalePrice","Size.sqf.",62507.4466445941
"SalePrice","N_FacilitiesNearBy.ETC.","Size.sqf.","TimeToSubway",62512.1821696889
"SalePrice","AptManageType","N_FacilitiesInApt","Size.sqf.",62512.6486734384
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Park._01vs2","Size.sqf.",62515.0490046946
"SalePrice","N_FacilitiesNearBy.Park.","Size.sqf.","TimeToSubway",62521.9164408282
"SalePrice","HeatingType","Size.sqf.","TimeToSubway",62530.2288116328
"SalePrice","HallwayType","N_FacilitiesNearBy.Dpartmentstore._01vs2","Size.sqf.",62545.5525359508
"SalePrice","HallwayType","N_APT","Size.sqf.",62558.0310164967
"SalePrice","HallwayType","Size.sqf.","SubwayStation",62562.5012935587
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Dpartmentstore.","Size.sqf.",62598.4621499083
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","Size.sqf.","YrSold_2013",62606.776101576
"SalePrice","N_FacilitiesNearby.corr_pos","Size.sqf.","TimeToSubway",62610.2237757251
"SalePrice","Size.sqf.","TimeToSubway",NA,62640.4634302999
"SalePrice","SalePrice","Size.sqf.","TimeToSubway",62640.4634302999
"SalePrice","Size.sqf.","TimeToSubway","TimeToSubway_05vsOther",62640.4634302999
"SalePrice","Size.sqf.","TimeToSubway","TimeToSubway_Novs05vsOther",62640.4634302999
"SalePrice","HeatingType","Size.sqf.","YrSold_2013",62673.8033946704
"SalePrice","N_APT","N_FacilitiesInApt_123vs45678vs910","Size.sqf.",62805.5203715263
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearby.corr_pos","Size.sqf.",62926.4857831301
"SalePrice","HallwayType","N_SchoolNearBy.Middle._0vs123vs4","Size.sqf.",62930.8165147249
"SalePrice","N_APT","Size.sqf.","TimeToSubway_Novs05vsOther",62943.678640876
"SalePrice","N_manager_splitAt4","Size.sqf.","YrSold_2013",62959.7726991037
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.Middle.","Size.sqf.",62979.8004294184
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_Parkinglot.Basement.","Size.sqf.",63053.2684002972
"SalePrice","N_FacilitiesNearBy.PublicOffice._gr_stat","Size.sqf.","TimeToSubway_05vsOther",63053.3512956273
"SalePrice","N_FacilitiesNearBy.PublicOffice._gr_stat","Size.sqf.","TimeToSubway_Novs05vsOther",63056.4314297648
"SalePrice","HallwayType","N_FacilitiesNearBy.Park._01vs2","Size.sqf.",63078.8613336547
"SalePrice","HallwayType","N_FacilitiesNearBy.Total._cut","Size.sqf.",63115.6422969548
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","Size.sqf.","YrSold_2013",63117.5087134347
"SalePrice","HallwayType","N_manager","Size.sqf.",63176.7551196118
"SalePrice","MonthSold","N_FacilitiesInApt_123vs45678vs910","Size.sqf.",63205.0783033755
"SalePrice","N_SchoolNearBy.Middle._chr","Size.sqf.","TimeToSubway_05vsOther",63227.1279647472
"SalePrice","N_SchoolNearBy.Middle._chr","Size.sqf.","TimeToSubway_Novs05vsOther",63228.5682265949
"SalePrice","N_SchoolNearBy.Elementary._cat","Size.sqf.","TimeToSubway_Novs05vsOther",63248.9659762282
"SalePrice","HallwayType","MonthSold","Size.sqf.",63251.7714366319
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Dpartmentstore._01vs2","Size.sqf.",63287.480523085
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Hospital._0vs12","Size.sqf.",63316.1377417797
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Mall.","Size.sqf.",63321.4159992705
"SalePrice","N_SchoolNearBy.Elementary._cat","Size.sqf.","TimeToSubway_05vsOther",63325.1806749262
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","N_Parkinglot.Basement.","Size.sqf.",63325.8864371199
"SalePrice","Floor","Size.sqf.","TimeToSubway_Novs05vsOther",63335.8078098156
"SalePrice","HallwayType","N_manager_splitAt4","Size.sqf.",63341.9758804734
"SalePrice","MonthSold","Size.sqf.","YrSold_2013",63363.6879098566
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.Middle._0vs123vs4","Size.sqf.",63387.3532782534
"SalePrice","N_APT","Size.sqf.","YrSold_2013",63389.4777656571
"SalePrice","HallwayType","N_FacilitiesNearBy.Hospital._0vs12","Size.sqf.",63430.354755982
"SalePrice","HallwayType","N_SchoolNearBy.Elementary._cat","Size.sqf.",63444.836598864
"SalePrice","HallwayType","N_SchoolNearBy.Middle.","Size.sqf.",63465.9414874906
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Park.","Size.sqf.",63550.0669288161
"SalePrice","N_Parkinglot.Ground.","Size.sqf.","TimeToSubway_Novs05vsOther",63570.3096062646
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_Parkinglot.Ground.","Size.sqf.",63572.552147454
"SalePrice","N_Parkinglot.Ground.","Size.sqf.","TimeToSubway_05vsOther",63575.2288556009
"SalePrice","Floor","Size.sqf.","TimeToSubway_05vsOther",63608.2618309309
"SalePrice","AptManageType","N_FacilitiesInApt_123vs45678vs910","Size.sqf.",63624.7522555532
"SalePrice","N_FacilitiesInApt_123vs45678vs910","Size.sqf.",NA,63626.8932759186
"SalePrice","N_FacilitiesInApt_123vs45678vs910","SalePrice","Size.sqf.",63626.8932759186
"SalePrice","N_FacilitiesInApt_123vs45678vs910","Size.sqf.","TimeToBusStop",63630.1248156953
"SalePrice","N_SchoolNearBy.Middle._chr","Size.sqf.","YrSold_2013",63650.6579076494
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_manager_splitAt4","Size.sqf.",63658.1275698683
"SalePrice","HallwayType","N_FacilitiesNearBy.Mall.","Size.sqf.",63722.0593583411
"SalePrice","HallwayType","Size.sqf.","SubwayStation_byProxy1",63731.1856203459
"SalePrice","HallwayType","N_SchoolNearBy.Elementary.","Size.sqf.",63755.8611970883
"SalePrice","HallwayType","N_FacilitiesNearBy.PublicOffice._splitAt4","Size.sqf.",63760.4642682129
"SalePrice","MonthSold","Size.sqf.","TimeToSubway_Novs05vsOther",63760.9943844981
"SalePrice","N_APT","Size.sqf.","TimeToSubway_05vsOther",63826.8889511407
"SalePrice","MonthSold","Size.sqf.","TimeToSubway_05vsOther",63846.907820442
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.PublicOffice._gr_stat","YrSold_2011_2014",63852.4031709951
"SalePrice","N_FacilitiesNearBy.PublicOffice.","Size.sqf.","TimeToSubway_05vsOther",63856.3208374695
"SalePrice","N_FacilitiesNearBy.PublicOffice.","Size.sqf.","TimeToSubway_Novs05vsOther",63862.0753639383
"SalePrice","N_Parkinglot.Basement.","N_SchoolNearBy.Middle._0vs123vs4","Size.sqf.",63874.2413621047
"SalePrice","N_SchoolNearBy.Elementary.","Size.sqf.","TimeToSubway_Novs05vsOther",63905.7102164316
"SalePrice","N_SchoolNearBy.Elementary.","Size.sqf.","TimeToSubway_05vsOther",63906.7003933951
"SalePrice","N_FacilitiesNearBy.Mall.","Size.sqf.","YrSold_2013",63920.6627605034
"SalePrice","N_FacilitiesInApt_123vs45678vs910","SubwayStation","YrSold_2011_2014",63928.1999432599
"SalePrice","Size.sqf.","TimeToBusStop","YrSold_2013",63941.966835346
"SalePrice","N_SchoolNearBy.Middle.","Size.sqf.","YrSold_2013",63948.4653625682
"SalePrice","HallwayType","N_elevators","Size.sqf.",63967.9799437965
"SalePrice","HallwayType","N_FacilitiesNearby.corr_pos","Size.sqf.",63980.4537457264
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","Size.sqf.","SubwayStation",63994.3798430017
"SalePrice","N_APT","N_Parkinglot.Basement.","Size.sqf.",64010.5693388318
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_FacilitiesNearBy.PublicOffice._gr_stat","Size.sqf.",64010.8194647461
